n,T,method,mean_kernel_μs,std_kernel_μs
26000000,Float32,Forge v4,1227.879524230957,5.590790001821972
26000000,Float32,Forge v8,1215.8632278442383,3.518503237790337
26000000,Float32,CUDA,1230.7405471801758,4.111827762666257
26000000,UInt8,Forge v1,535.1543426513672,11.717437037565421
26000000,UInt8,Forge v4,291.4905548095703,0.27985281724387817
26000000,UInt8,Forge v8,286.7698669433594,4.464366230461507
26000000,UInt8,CUDA,292.0389175415039,1.8414737934107688
26100000,Float32,Forge v1,1174.9982833862305,4.326784511046935
26100000,Float32,Forge v4,1233.2439422607422,5.551962830169839
26100000,Float32,Forge v8,1220.8938598632812,4.257253610838469
26100000,Float32,CUDA,1235.4850769042969,4.518086243804898
26100000,UInt8,Forge v1,544.6672439575195,11.678590138414819
26100000,UInt8,Forge v4,290.60840606689453,0.2087581242968829
26100000,UInt8,Forge v8,287.0321273803711,3.991800783327029
26100000,UInt8,CUDA,293.7793731689453,1.7074647270197278
26200000,Float32,Forge v1,1181.5071105957031,4.37779333291247
26200000,Float32,Forge v4,1243.3767318725586,6.571257028482774
26200000,Float32,Forge v8,1224.0171432495117,3.673761344750706
26200000,Float32,CUDA,1246.7622756958008,4.226357413505697
26200000,UInt8,Forge v1,545.6447601318359,18.978944224819912
26200000,UInt8,Forge v4,289.46399688720703,0.345501345305191
26200000,UInt8,Forge v8,288.7248992919922,4.764396281980471
26200000,UInt8,CUDA,294.2323684692383,2.8598085227833834
26300000,Float32,Forge v1,1182.8899383544922,3.6973247953731936
26300000,Float32,Forge v4,1244.2588806152344,4.251315187511431
26300000,Float32,Forge v8,1228.8331985473633,4.333202561248514
26300000,Float32,CUDA,1250.3623962402344,3.302094929675519
26300000,UInt8,Forge v1,545.6924438476562,13.586279935035895
26300000,UInt8,Forge v4,290.9660339355469,0.3589499724908261
26300000,UInt8,Forge v8,291.6097640991211,3.4466857919407126
26300000,UInt8,CUDA,296.8311309814453,1.7770671665666815
26400000,Float32,Forge v1,1188.2543563842773,3.6148359311335234
26400000,Float32,Forge v4,1249.384880065918,5.192017334757643
26400000,Float32,Forge v8,1239.943504333496,7.227269027177312
26400000,Float32,CUDA,1252.3412704467773,4.38766484374888
26400000,UInt8,Forge v1,557.6610565185547,21.3242136348506
26400000,UInt8,Forge v4,295.1622009277344,0.22478319205810152
26400000,UInt8,Forge v8,291.2759780883789,4.341357266295328
26400000,UInt8,CUDA,298.1901168823242,2.114784593583894
26500000,Float32,Forge v1,1191.3299560546875,3.7272686473584753
26500000,Float32,Forge v4,1254.6300888061523,5.822763345379957
26500000,Float32,Forge v8,1234.9367141723633,2.3171484001191565
26500000,Float32,CUDA,1254.4631958007812,5.549687155675676
26500000,UInt8,Forge v1,552.6304244995117,18.45874147913582
26500000,UInt8,Forge v4,296.9503402709961,0.5057621821307284
26500000,UInt8,Forge v8,292.5872802734375,3.7255737408785135
26500000,UInt8,CUDA,300.6935119628906,1.7440626429678856
26600000,Float32,Forge v1,1195.7645416259766,4.364789528484879
26600000,Float32,Forge v4,1257.5387954711914,6.402622814268075
26600000,Float32,Forge v8,1244.3065643310547,2.7940107713138174
26600000,Float32,CUDA,1259.2315673828125,3.1713554794607357
26600000,UInt8,Forge v1,560.3551864624023,13.460764732365057
26600000,UInt8,Forge v4,297.2602844238281,0.4175162485937658
26600000,UInt8,Forge v8,294.04163360595703,3.669632941879258
26600000,UInt8,CUDA,298.2139587402344,2.5796258581375566
26700000,Float32,Forge v1,1202.6309967041016,2.8847662853725766
26700000,Float32,Forge v4,1266.2410736083984,6.282881220516323
26700000,Float32,Forge v8,1246.5953826904297,4.664183528933454
26700000,Float32,CUDA,1266.7179107666016,5.033838787750598
26700000,UInt8,Forge v1,563.6692047119141,20.55777169151625
26700000,UInt8,Forge v4,298.9530563354492,0.237090331557215
26700000,UInt8,Forge v8,294.8760986328125,3.194374004254658
26700000,UInt8,CUDA,301.12266540527344,2.567846683089497
26800000,Float32,Forge v1,1203.0839920043945,4.5976955409475195
26800000,Float32,Forge v4,1266.7655944824219,2.399501351751433
26800000,Float32,Forge v8,1251.5544891357422,2.3066304440398837
26800000,Float32,CUDA,1270.2226638793945,3.094444975092393
26800000,UInt8,Forge v1,555.3007125854492,19.351421031180923
26800000,UInt8,Forge v4,294.80457305908203,0.30262363377666107
26800000,UInt8,Forge v8,295.49598693847656,4.666891013650313
26800000,UInt8,CUDA,302.48165130615234,1.7736875252350046
26900000,Float32,Forge v1,1209.2113494873047,4.765456686240649
26900000,Float32,Forge v4,1271.7723846435547,7.1408918406178215
26900000,Float32,Forge v8,1262.0210647583008,2.4727428270635525
26900000,Float32,CUDA,1282.048225402832,3.9990724049105295
26900000,UInt8,Forge v1,556.4212799072266,15.278975062213366
26900000,UInt8,Forge v4,298.8100051879883,0.22618372393858763
26900000,UInt8,Forge v8,297.4271774291992,3.6768546049210107
26900000,UInt8,CUDA,305.0088882446289,2.720828534896291
27000000,Float32,Forge v1,1213.4313583374023,4.996372162183096
27000000,Float32,Forge v4,1278.1381607055664,7.623141759700513
27000000,Float32,Forge v8,1264.8820877075195,4.390542850580757
27000000,Float32,CUDA,1284.8138809204102,3.1598832762734097
27000000,UInt8,Forge v1,568.7713623046875,16.98496962105618
27000000,UInt8,Forge v4,298.4762191772461,0.3067693561811254
27000000,UInt8,Forge v8,299.04842376708984,4.31947969676278
27000000,UInt8,CUDA,306.6062927246094,2.5181737769055146
27100000,Float32,Forge v1,1221.4422225952148,3.2133973972786536
27100000,Float32,Forge v4,1284.4085693359375,2.640126197631632
27100000,Float32,Forge v8,1269.8650360107422,7.196397997849583
27100000,Float32,CUDA,1284.0986251831055,3.3121214118134388
27100000,UInt8,Forge v1,565.1473999023438,14.136432483022604
27100000,UInt8,Forge v4,303.24459075927734,0.345501345305191
27100000,UInt8,Forge v8,300.57430267333984,3.7714875287614116
27100000,UInt8,CUDA,304.10289764404297,2.200264644608041
27200000,Float32,Forge v1,1224.3986129760742,4.032415623656071
27200000,Float32,Forge v4,1291.6803359985352,4.594397435702489
27200000,Float32,Forge v8,1273.0836868286133,4.599892964039645
27200000,Float32,CUDA,1294.088363647461,3.9156819134588314
27200000,UInt8,Forge v1,561.0466003417969,15.966649344215066
27200000,UInt8,Forge v4,304.10289764404297,0.30262363377666107
27200000,UInt8,Forge v8,301.38492584228516,3.6444177331364256
27200000,UInt8,CUDA,307.2977066040039,2.4299728460524324
27300000,Float32,Forge v1,1223.7787246704102,6.176887107023831
27300000,Float32,Forge v4,1290.297508239746,6.191185712359842
27300000,Float32,Forge v8,1282.334327697754,6.20219354182007
27300000,Float32,CUDA,1296.067237854004,2.9809209239813943
27300000,UInt8,Forge v1,575.566291809082,16.972042762021523
27300000,UInt8,Forge v4,304.2936325073242,0.4212811241371972
27300000,UInt8,Forge v8,302.4101257324219,3.8117158683226284
27300000,UInt8,CUDA,307.48844146728516,1.812434279253128
27400000,Float32,Forge v1,1229.1193008422852,5.0100058870528414
27400000,Float32,Forge v4,1300.7164001464844,4.829177981599026
27400000,Float32,Forge v8,1289.3438339233398,3.374462917992379
27400000,Float32,CUDA,1303.720474243164,3.063160732526243
27400000,UInt8,Forge v1,566.9593811035156,15.347524096359336
27400000,UInt8,Forge v4,306.2725067138672,0.321840552191998
27400000,UInt8,Forge v8,302.74391174316406,4.827346616803034
27400000,UInt8,CUDA,308.8235855102539,1.659632320900505
27500000,Float32,Forge v1,1235.9857559204102,4.1348041806961495
27500000,Float32,Forge v4,1302.5999069213867,7.570598130284484
27500000,Float32,Forge v8,1284.8854064941406,2.608841125532065
27500000,Float32,CUDA,1306.9629669189453,4.7495257634989425
27500000,UInt8,Forge v1,566.7209625244141,14.943856426566327
27500000,UInt8,Forge v4,307.0354461669922,0.5818368663064043
27500000,UInt8,Forge v8,305.2234649658203,4.322037786131365
27500000,UInt8,CUDA,310.7309341430664,1.4870134477150607
27600000,Float32,Forge v1,1240.8018112182617,3.683376290170348
27600000,Float32,Forge v4,1308.7272644042969,5.992485500608335
27600000,Float32,Forge v8,1298.5944747924805,4.639540875507209
27600000,Float32,CUDA,1314.4254684448242,4.897037393188774
27600000,UInt8,Forge v1,574.803352355957,13.078755584132857
27600000,UInt8,Forge v4,305.17578125,0.33717478808715223
27600000,UInt8,Forge v8,306.2009811401367,3.518503237790337
27600000,UInt8,CUDA,314.56947326660156,2.144883998371022
27700000,Float32,Forge v1,1247.4298477172852,4.130219122531937
27700000,Float32,Forge v4,1312.9711151123047,4.984665483019104
27700000,Float32,Forge v8,1297.3546981811523,3.7331101676807545
27700000,Float32,CUDA,1317.286491394043,3.087088429051865
27700000,UInt8,Forge v1,579.3333053588867,14.331338828644531
27700000,UInt8,Forge v4,307.1308135986328,0.40210439811304466
27700000,UInt8,Forge v8,305.938720703125,3.553778901927601
27700000,UInt8,CUDA,310.6117248535156,1.556532309512468
27800000,Float32,Forge v1,1251.1491775512695,4.6734501502584935
27800000,Float32,Forge v4,1319.0746307373047,7.485820295737157
27800000,Float32,Forge v8,1298.0937957763672,2.9009226748693555
27800000,Float32,CUDA,1318.2401657104492,4.967466972962856
27800000,UInt8,Forge v1,581.0260772705078,19.084741662342246
27800000,UInt8,Forge v4,308.41827392578125,0.321840552191998
27800000,UInt8,Forge v8,308.4897994995117,4.439752569715966
27800000,UInt8,CUDA,313.4012222290039,1.8982205251846611
27900000,Float32,Forge v1,1254.105567932129,4.630547396133602
27900000,Float32,Forge v4,1318.5739517211914,6.363042045080934
27900000,Float32,Forge v8,1308.274269104004,2.9092928811610412
27900000,Float32,CUDA,1325.845718383789,5.149203523929934
27900000,UInt8,Forge v1,576.5676498413086,14.648057549955428
27900000,UInt8,Forge v4,311.6607666015625,0.29308142526286085
27900000,UInt8,Forge v8,308.96663665771484,4.683440204731989
27900000,UInt8,CUDA,316.7867660522461,1.8503698538533684
28000000,Float32,Forge v1,1258.707046508789,4.777898807478084
28000000,Float32,Forge v4,1327.0139694213867,4.113363516720952
28000000,Float32,Forge v8,1312.088966369629,4.141824745042813
28000000,Float32,CUDA,1331.7346572875977,3.8983037639036766
28000000,UInt8,Forge v1,587.2964859008789,17.575921979369664
28000000,UInt8,Forge v4,310.3017807006836,0.7305453741888299
28000000,UInt8,Forge v8,311.3746643066406,4.481592871307273
28000000,UInt8,CUDA,316.6675567626953,1.552469310388537
28100000,Float32,Forge v1,1264.0714645385742,4.040552126921142
28100000,Float32,Forge v4,1331.6154479980469,6.343706659302626
28100000,Float32,Forge v8,1312.0651245117188,5.061117240863512
28100000,Float32,CUDA,1331.949234008789,3.462682748732997
28100000,UInt8,Forge v1,592.3032760620117,16.587206237058478
28100000,UInt8,Forge v4,312.18528747558594,0.27985281724387817
28100000,UInt8,Forge v8,310.82630157470703,4.419219833855852
28100000,UInt8,CUDA,318.145751953125,2.3926478789881025
28200000,Float32,Forge v1,1267.9576873779297,4.070686452119401
28200000,Float32,Forge v4,1334.8817825317383,9.174521233745978
28200000,Float32,Forge v8,1316.4043426513672,4.085245130654124
28200000,Float32,CUDA,1336.0023498535156,3.259743819031445
28200000,UInt8,Forge v1,592.4701690673828,20.790015034788365
28200000,UInt8,Forge v4,314.5933151245117,0.23170121092976334
28200000,UInt8,Forge v8,312.4713897705078,2.583051332663187
28200000,UInt8,CUDA,317.4304962158203,2.174131108063089
28300000,Float32,Forge v1,1270.0080871582031,4.831270119889134
28300000,Float32,Forge v4,1339.5071029663086,5.585817094454268
28300000,Float32,Forge v8,1324.152946472168,7.039025631917727
28300000,Float32,CUDA,1341.3190841674805,3.696043389807263
28300000,UInt8,Forge v1,597.5723266601562,16.602106748687067
28300000,UInt8,Forge v4,314.2356872558594,0.4205308454934105
28300000,UInt8,Forge v8,314.0449523925781,5.434223743252818
28300000,UInt8,CUDA,318.93253326416016,2.5924480496195486
28400000,Float32,Forge v1,1278.090476989746,4.098904711581639
28400000,Float32,Forge v4,1345.6106185913086,5.590790001821972
28400000,Float32,Forge v8,1339.3640518188477,3.167070737252489
28400000,Float32,CUDA,1351.9763946533203,4.486100383506551
28400000,UInt8,Forge v1,590.2528762817383,21.71894530225268
28400000,UInt8,Forge v4,318.6225891113281,0.2562922715599871
28400000,UInt8,Forge v8,315.49930572509766,4.64634252824649
28400000,UInt8,CUDA,319.74315643310547,3.2660348047750616
28500000,Float32,Forge v1,1282.6919555664062,4.038284942599137
28500000,Float32,Forge v4,1352.7870178222656,4.17062179673574
28500000,Float32,Forge v8,1345.3483581542969,4.0379721276219
28500000,Float32,CUDA,1361.3700866699219,5.063861949308393
28500000,UInt8,Forge v1,605.7262420654297,19.683038525281688
28500000,UInt8,Forge v4,314.9986267089844,0.1880671114317454
28500000,UInt8,Forge v8,316.16687774658203,4.83081254206094
28500000,UInt8,CUDA,321.4597702026367,2.0263241651766957
28600000,Float32,Forge v1,1282.6204299926758,4.413499343662929
28600000,Float32,Forge v4,1359.3435287475586,4.589170588235893
28600000,Float32,Forge v8,1349.0915298461914,5.826233342653369
28600000,Float32,CUDA,1362.5860214233398,3.955242149861025
28600000,UInt8,Forge v1,604.5818328857422,18.48006315307291
28600000,UInt8,Forge v4,318.98021697998047,0.5557420647000341
28600000,UInt8,Forge v8,317.6450729370117,4.525140246919618
28600000,UInt8,CUDA,324.48768615722656,2.413149905314283
28700000,Float32,Forge v1,1290.4882431030273,4.601265820562793
28700000,Float32,Forge v4,1355.7195663452148,7.200127054059519
28700000,Float32,Forge v8,1346.421241760254,3.7004836985951783
28700000,Float32,CUDA,1361.8230819702148,4.65774694514406
28700000,UInt8,Forge v1,597.9776382446289,17.17586668435167
28700000,UInt8,Forge v4,320.45841217041016,0.39656877358355996
28700000,UInt8,Forge v8,320.1723098754883,6.164604762888027
28700000,UInt8,CUDA,326.72882080078125,2.585495321603004
28800000,Float32,Forge v1,1293.6830520629883,4.231435376750025
28800000,Float32,Forge v4,1364.8509979248047,7.041492703372924
28800000,Float32,Forge v8,1353.0731201171875,5.0884977041009805
28800000,Float32,CUDA,1363.205909729004,4.512561070674847
28800000,UInt8,Forge v1,605.3447723388672,17.636888044017272
28800000,UInt8,Forge v4,318.16959381103516,0.3228202821666384
28800000,UInt8,Forge v8,321.6981887817383,4.310697579928119
28800000,UInt8,CUDA,328.08780670166016,1.9674950633790738
28900000,Float32,Forge v1,1301.3601303100586,4.049296231096402
28900000,Float32,Forge v4,1370.5730438232422,7.646098659107018
28900000,Float32,Forge v8,1352.0002365112305,4.848560947353503
28900000,Float32,CUDA,1378.5600662231445,4.832119792326266
28900000,UInt8,Forge v1,611.9728088378906,23.44646014570497
28900000,UInt8,Forge v4,323.486328125,0.35184134834891406
28900000,UInt8,Forge v8,323.3671188354492,4.202378737449452
28900000,UInt8,CUDA,326.3711929321289,2.9339373538225093
29000000,Float32,Forge v1,1305.3655624389648,3.8810919088023703
29000000,Float32,Forge v4,1374.1254806518555,3.7144529805348054
29000000,Float32,Forge v8,1352.6678085327148,3.252081468202293
29000000,Float32,CUDA,1374.5784759521484,4.403685745047675
29000000,UInt8,Forge v1,608.7779998779297,22.709277531906157
29000000,UInt8,Forge v4,322.723388671875,0.20105219905652233
29000000,UInt8,Forge v8,323.24790954589844,4.845629118161139
29000000,UInt8,CUDA,328.75537872314453,2.024453136000994
29100000,Float32,Forge v1,1306.8914413452148,3.1091058479974354
29100000,Float32,Forge v4,1381.8740844726562,7.510080118133195
29100000,Float32,Forge v8,1364.4218444824219,3.8930346332106027
29100000,Float32,CUDA,1387.0716094970703,4.261701997978162
29100000,UInt8,Forge v1,601.3154983520508,16.897825103105834
29100000,UInt8,Forge v4,323.6532211303711,0.3598286763086882
29100000,UInt8,Forge v8,323.6055374145508,4.490111076893623
29100000,UInt8,CUDA,328.37390899658203,3.1869508567501628
29200000,Float32,Forge v1,1315.474510192871,3.7751699690862086
29200000,Float32,Forge v4,1381.8740844726562,6.4642268523097846
29200000,Float32,Forge v8,1368.546485900879,3.9376376019892603
29200000,Float32,CUDA,1384.2344284057617,2.8883765523452656
29200000,UInt8,Forge v1,610.4707717895508,17.531377807025734
29200000,UInt8,Forge v4,324.6307373046875,0.4381831090320022
29200000,UInt8,Forge v8,324.86915588378906,4.105294398540338
29200000,UInt8,CUDA,330.0189971923828,3.7977717342694106
29300000,Float32,Forge v1,1318.0255889892578,3.2609061452652215
29300000,Float32,Forge v4,1391.3869857788086,7.316209480807074
29300000,Float32,Forge v8,1377.4871826171875,6.0599814321706935
29300000,Float32,CUDA,1392.9128646850586,5.832517450811613
29300000,UInt8,Forge v1,613.7371063232422,16.247409357045843
29300000,UInt8,Forge v4,323.9154815673828,0.39256696813038094
29300000,UInt8,Forge v8,328.1116485595703,4.503804860749175
29300000,UInt8,CUDA,333.16612243652344,2.405810305721557
29400000,Float32,Forge v1,1322.317123413086,4.698721516065603
29400000,Float32,Forge v4,1397.252082824707,5.7079552302366965
29400000,Float32,Forge v8,1372.1704483032227,3.776508148035263
29400000,Float32,CUDA,1399.0163803100586,3.2968307933118726
29400000,UInt8,Forge v1,605.9408187866211,17.735183741107736
29400000,UInt8,Forge v4,325.25062561035156,0.4873183478277808
29400000,UInt8,Forge v8,326.2519836425781,5.835927536152635
29400000,UInt8,CUDA,333.7383270263672,2.4515799302115564
29500000,Float32,Forge v1,1322.2217559814453,4.595428347861935
29500000,Float32,Forge v4,1400.4945755004883,5.838362091944536
29500000,Float32,Forge v8,1376.962661743164,4.412282784034115
29500000,Float32,CUDA,1402.7595520019531,4.680404944218995
29500000,UInt8,Forge v1,612.6165390014648,21.061432406551656
29500000,UInt8,Forge v4,327.37255096435547,0.345501345305191
29500000,UInt8,Forge v8,328.7315368652344,4.8129330744694725
29500000,UInt8,CUDA,336.4086151123047,2.3278901602231357
29600000,Float32,Forge v1,1331.0670852661133,4.588069440542831
29600000,Float32,Forge v4,1405.2152633666992,7.339481022539411
29600000,Float32,Forge v8,1379.9428939819336,4.552137140831339
29600000,Float32,CUDA,1403.975486755371,2.3144210587783736
29600000,UInt8,Forge v1,625.0858306884766,19.156685146214755
29600000,UInt8,Forge v4,329.1130065917969,0.16670367688658264
29600000,UInt8,Forge v8,327.5156021118164,4.559900330680559
29600000,UInt8,CUDA,334.16748046875,1.7199953938698813
29700000,Float32,Forge v1,1333.9996337890625,4.38730496014984
29700000,Float32,Forge v4,1412.9638671875,6.29613668263656
29700000,Float32,Forge v8,1402.592658996582,3.4722455472471094
29700000,Float32,CUDA,1414.322853088379,4.0295953139690415
29700000,UInt8,Forge v1,628.7097930908203,22.82656437179897
29700000,UInt8,Forge v4,327.99243927001953,0.29842032361854853
29700000,UInt8,Forge v8,331.18724822998047,6.428416128274875
29700000,UInt8,CUDA,336.76624298095703,2.384847972889528
29800000,Float32,Forge v1,1339.7216796875,4.7574978931459295
29800000,Float32,Forge v4,1416.2063598632812,4.99858385515734
29800000,Float32,Forge v8,1399.1117477416992,1.5696644261894255
29800000,Float32,CUDA,1417.1838760375977,4.059266428883727
29800000,UInt8,Forge v1,614.0232086181641,19.28267733169193
29800000,UInt8,Forge v4,333.21380615234375,0.30157829858478347
29800000,UInt8,Forge v8,330.8296203613281,4.422291539721183
29800000,UInt8,CUDA,341.10546112060547,2.6455033639841137
29900000,Float32,Forge v1,1343.7509536743164,5.127631772787053
29900000,Float32,Forge v4,1420.4025268554688,5.642237227928659
29900000,Float32,Forge v8,1398.7064361572266,4.1572738312333035
29900000,Float32,CUDA,1419.1150665283203,3.0755072587198446
29900000,UInt8,Forge v1,636.1961364746094,16.50366401177168
29900000,UInt8,Forge v4,333.16612243652344,0.34090058945858026
29900000,UInt8,Forge v8,332.66544342041016,4.946571079586976
29900000,UInt8,CUDA,340.8193588256836,2.2569452637295604
30000000,Float32,Forge v1,1349.8544692993164,4.064863918478833
30000000,Float32,Forge v4,1424.4794845581055,5.223549812793092
30000000,Float32,Forge v8,1401.6151428222656,4.517806650609061
30000000,Float32,CUDA,1423.9072799682617,3.3568229620938967
30000000,UInt8,Forge v1,634.6225738525391,18.063885562873295
30000000,UInt8,Forge v4,333.38069915771484,0.3736069766217282
30000000,UInt8,Forge v8,334.62047576904297,4.74746412080285
30000000,UInt8,CUDA,343.25122833251953,2.2253819829103887
30100000,Float32,Forge v1,1351.6426086425781,4.724191934271831
30100000,Float32,Forge v4,1427.006721496582,7.612031477798368
30100000,Float32,Forge v8,1413.6314392089844,2.8339625070719046
30100000,Float32,CUDA,1429.3432235717773,5.347112126507498
30100000,UInt8,Forge v1,636.2199783325195,18.24321954761046
30100000,UInt8,Forge v4,336.1225128173828,0.38607781097065985
30100000,UInt8,Forge v8,335.00194549560547,4.935578117711017
30100000,UInt8,CUDA,341.82071685791016,2.3576799551771495
30200000,Float32,Forge v1,1356.363296508789,3.5947745252922827
30200000,Float32,Forge v4,1438.2600784301758,3.6871467303155407
30200000,Float32,Forge v8,1424.1456985473633,7.264749688605152
30200000,Float32,CUDA,1441.1687850952148,4.294550389291132
30200000,UInt8,Forge v1,632.8105926513672,22.36671829045045
30200000,UInt8,Forge v4,336.8377685546875,0.2462376496764766
30200000,UInt8,Forge v8,335.28804779052734,4.253171835482056
30200000,UInt8,CUDA,340.46173095703125,2.5081211468473277
30300000,Float32,Forge v1,1360.5594635009766,5.330253646283415
30300000,Float32,Forge v4,1435.5659484863281,7.106313623528154
30300000,Float32,Forge v8,1416.158676147461,4.420291601590149
30300000,Float32,CUDA,1439.8574829101562,4.599549685883059
30300000,UInt8,Forge v1,635.7192993164062,19.274486979079285
30300000,UInt8,Forge v4,335.693359375,0.40523366241397735
30300000,UInt8,Forge v8,338.3636474609375,5.620478862301655
30300000,UInt8,CUDA,343.3704376220703,2.5226843913258166
30400000,Float32,Forge v1,1369.3571090698242,4.428071988943301
30400000,Float32,Forge v4,1441.1687850952148,5.50839226946996
30400000,Float32,Forge v8,1421.213150024414,2.7276678564914887
30400000,Float32,CUDA,1446.6047286987305,4.896779437152292
30400000,UInt8,Forge v1,650.0244140625,26.615032377884592
30400000,UInt8,Forge v4,339.5557403564453,0.2190915545160011
30400000,UInt8,Forge v8,339.6034240722656,3.7717387184469118
30400000,UInt8,CUDA,346.0884094238281,1.9113181451870491
30500000,Float32,Forge v1,1372.9333877563477,4.900647352002732
30500000,Float32,Forge v4,1446.4855194091797,4.975788066386708
30500000,Float32,Forge v8,1438.2123947143555,5.728719934026803
30500000,Float32,CUDA,1453.7334442138672,4.669596928537404
30500000,UInt8,Forge v1,638.127326965332,22.79506889021811
30500000,UInt8,Forge v4,340.6047821044922,0.30157829858478347
30500000,UInt8,Forge v8,340.96240997314453,4.292196646565471
30500000,UInt8,CUDA,347.44739532470703,1.8774779793417005
30600000,Float32,Forge v1,1376.175880432129,4.277456410556197
30600000,Float32,Forge v4,1447.9637145996094,7.353537432334439
30600000,Float32,Forge v8,1442.122459411621,3.509516445331365
30600000,Float32,CUDA,1461.3866806030273,3.2345551530470407
30600000,UInt8,Forge v1,643.9447402954102,25.497155097121333
30600000,UInt8,Forge v4,339.8418426513672,0.4661203479326623
30600000,UInt8,Forge v8,342.0591354370117,5.193233662688577
30600000,UInt8,CUDA,350.21305084228516,3.6409499957955105
30700000,Float32,Forge v1,1380.1813125610352,5.149755457566751
30700000,Float32,Forge v4,1458.0965042114258,7.216774566307375
30700000,Float32,Forge v8,1432.943344116211,5.648502404445681
30700000,Float32,CUDA,1459.2170715332031,4.941652835095068
30700000,UInt8,Forge v1,639.5816802978516,23.04882832545779
30700000,UInt8,Forge v4,342.7267074584961,0.23170121092976334
30700000,UInt8,Forge v8,343.6088562011719,3.9189065552912243
30700000,UInt8,CUDA,350.9521484375,1.9531576994966677
30800000,Float32,Forge v1,1385.1642608642578,4.2185044345941245
30800000,Float32,Forge v4,1462.9125595092773,6.613412224573211
30800000,Float32,Forge v8,1439.4283294677734,3.531314615122176
30800000,Float32,CUDA,1466.6080474853516,3.624868558506256
30800000,UInt8,Forge v1,640.5115127563477,23.626373635851298
30800000,UInt8,Forge v4,340.24715423583984,0.4121876551275234
30800000,UInt8,Forge v8,345.3493118286133,4.398016854361425
30800000,UInt8,CUDA,350.11768341064453,1.9828438679177998
30900000,Float32,Forge v1,1388.2160186767578,4.576698401322164
30900000,Float32,Forge v4,1467.1802520751953,3.438154264845671
30900000,Float32,Forge v8,1443.9821243286133,3.6699771528303837
30900000,Float32,CUDA,1468.9922332763672,3.7448502008096716
30900000,UInt8,Forge v1,645.9236145019531,18.00504949519566
30900000,UInt8,Forge v4,342.2737121582031,0.2562922715599871
30900000,UInt8,Forge v8,347.66197204589844,6.257497365999938
30900000,UInt8,CUDA,351.715087890625,2.0778771521073662
31000000,Float32,Forge v1,1394.7725296020508,4.22097408800456
31000000,Float32,Forge v4,1471.090316772461,4.799792294541774
31000000,Float32,Forge v8,1453.0420303344727,4.044926541826098
31000000,Float32,CUDA,1475.7156372070312,5.824010613639628
31000000,UInt8,Forge v1,649.4522094726562,15.123666408150951
31000000,UInt8,Forge v4,347.82886505126953,0.2087581242968829
31000000,UInt8,Forge v8,348.21033477783203,3.8562766974803915
31000000,UInt8,CUDA,350.92830657958984,2.9660523358539015
31100000,Float32,Forge v1,1402.139663696289,4.221796984765824
31100000,Float32,Forge v4,1479.2919158935547,5.591637215307874
31100000,Float32,Forge v8,1468.801498413086,4.50997100384059
31100000,Float32,CUDA,1481.032371520996,4.997888857114345
31100000,UInt8,Forge v1,656.3186645507812,24.262219343611132
31100000,UInt8,Forge v4,345.0155258178711,0.2087581242968829
31100000,UInt8,Forge v8,347.3043441772461,3.880440910029174
31100000,UInt8,CUDA,355.9112548828125,1.9033708419701518
31200000,Float32,Forge v1,1401.1621475219727,5.465109976029505
31200000,Float32,Forge v4,1479.0534973144531,7.9807530496809935
31200000,Float32,Forge v8,1455.5931091308594,4.814245179691217
31200000,Float32,CUDA,1480.6270599365234,4.348262216126178
31200000,UInt8,Forge v1,643.9208984375,19.091954826655265
31200000,UInt8,Forge v4,345.611572265625,0.20105219905652233
31200000,UInt8,Forge v8,350.21305084228516,4.375267842280224
31200000,UInt8,CUDA,356.10198974609375,1.6940959414767238
31300000,Float32,Forge v1,1407.8378677368164,3.5691189622520394
31300000,Float32,Forge v4,1490.1161193847656,6.346891850821624
31300000,Float32,Forge v8,1477.4560928344727,7.562417848536204
31300000,Float32,CUDA,1493.7639236450195,4.24425251805192
31300000,UInt8,Forge v1,645.7090377807617,17.890415741185723
31300000,UInt8,Forge v4,348.85406494140625,0.31389264517039456
31300000,UInt8,Forge v8,350.1415252685547,3.8888141883029745
31300000,UInt8,CUDA,355.3628921508789,2.624409949931839
31400000,Float32,Forge v1,1409.9597930908203,3.825939355269626
31400000,Float32,Forge v4,1488.6140823364258,7.041358158127269
31400000,Float32,Forge v8,1471.4717864990234,2.5151622066310226
31400000,Float32,CUDA,1499.1521835327148,6.4909917310973215
31400000,UInt8,Forge v1,655.4841995239258,24.712877692289585
31400000,UInt8,Forge v4,351.40514373779297,0.3067693561811254
31400000,UInt8,Forge v8,349.8077392578125,4.144492489153573
31400000,UInt8,CUDA,357.6040267944336,1.5792918985746986
31500000,Float32,Forge v1,1417.3030853271484,4.562877332132136
31500000,Float32,Forge v4,1496.0050582885742,6.79950578598671
31500000,Float32,Forge v8,1471.9724655151367,4.012317013263499
31500000,Float32,CUDA,1495.981216430664,4.1815111672198775
31500000,UInt8,Forge v1,667.0951843261719,26.825357167524455
31500000,UInt8,Forge v4,348.3772277832031,0.27067480668904625
31500000,UInt8,Forge v8,353.3601760864258,6.834157658684379
31500000,UInt8,CUDA,359.5113754272461,2.468652688294066
31600000,Float32,Forge v1,1419.8780059814453,4.120650532047853
31600000,Float32,Forge v4,1498.5322952270508,6.814351683571524
31600000,Float32,Forge v8,1477.5991439819336,3.9867344414978056
31600000,Float32,CUDA,1500.0343322753906,4.839629628889435
