n,T,method,mean_kernel_μs,std_kernel_μs
11800000,Float32,Forge v1,528.8839340209961,3.1869508567501628
11800000,Float32,Forge v4,544.5480346679688,5.2919616109805085
11800000,Float32,Forge v8,538.4922027587891,1.9013788258911977
11800000,Float32,CUDA,549.8647689819336,3.0074991484355156
11800000,UInt8,Forge v1,167.65594482421875,10.533557197932979
11800000,UInt8,Forge v4,44.67964172363281,2.133072873353424
11800000,UInt8,Forge v8,30.97057342529297,3.1618814320796935
11800000,UInt8,CUDA,28.634071350097656,6.154350751626216
11900000,Float32,Forge v1,536.6325378417969,3.564426420748995
11900000,Float32,Forge v4,547.3852157592773,4.543804718931963
11900000,Float32,Forge v8,546.0739135742188,2.309366986043922
11900000,Float32,CUDA,552.7734756469727,3.431626670739509
11900000,UInt8,Forge v1,164.98565673828125,10.574968212978057
11900000,UInt8,Forge v4,45.08495330810547,1.1264419326719928
11900000,UInt8,Forge v8,32.94944763183594,5.099656431796417
11900000,UInt8,CUDA,29.468536376953125,6.999208638219763
12000000,Float32,Forge v1,537.0616912841797,3.4019582713579117
12000000,Float32,Forge v4,552.7019500732422,4.9488050294397015
12000000,Float32,Forge v8,546.574592590332,2.2145708073127706
12000000,Float32,CUDA,555.8252334594727,3.509516445331365
12000000,UInt8,Forge v1,171.42295837402344,12.651420301340773
12000000,UInt8,Forge v4,48.18439483642578,2.9231539545267267
12000000,UInt8,Forge v8,36.525726318359375,7.589387639204751
12000000,UInt8,CUDA,32.806396484375,9.629802196433548
12100000,Float32,Forge v1,543.9281463623047,3.9612258178188484
12100000,Float32,Forge v4,557.6372146606445,4.247822492412925
12100000,Float32,Forge v8,553.8463592529297,3.539889248422001
12100000,Float32,CUDA,564.5990371704102,3.1418426889248865
12100000,UInt8,Forge v1,187.2539520263672,16.198510667208307
12100000,UInt8,Forge v4,49.73411560058594,2.667258830185322
12100000,UInt8,Forge v8,37.550926208496094,7.5772693641661295
12100000,UInt8,CUDA,33.87928009033203,10.456315154848138
12200000,Float32,Forge v1,548.1243133544922,3.4015869393400666
12200000,Float32,Forge v4,565.0758743286133,3.7855284828950504
12200000,Float32,Forge v8,561.1896514892578,3.0466208668666095
12200000,Float32,CUDA,568.0561065673828,1.957034298149285
12200000,UInt8,Forge v1,194.43035125732422,17.17579313989459
12200000,UInt8,Forge v4,60.6536865234375,3.5241531504098473
12200000,UInt8,Forge v8,46.01478576660156,9.458939754904447
12200000,UInt8,CUDA,43.654441833496094,10.133615472585353
12300000,Float32,Forge v1,553.2741546630859,3.1971408943396717
12300000,Float32,Forge v4,566.2202835083008,3.7317564265845466
12300000,Float32,Forge v8,563.2638931274414,3.0100181681959826
12300000,Float32,CUDA,573.1821060180664,3.5335495963050993
12300000,UInt8,Forge v1,187.80231475830078,22.52689014423125
12300000,UInt8,Forge v4,53.54881286621094,3.8249487353017146
12300000,UInt8,Forge v8,40.721893310546875,7.607674145032036
12300000,UInt8,CUDA,38.051605224609375,10.60014234129439
12400000,Float32,Forge v1,556.1351776123047,3.8249487353017146
12400000,Float32,Forge v4,572.514533996582,5.086325108626023
12400000,Float32,Forge v8,567.2693252563477,2.666903614038737
12400000,Float32,CUDA,577.4974822998047,2.717925326003908
12400000,UInt8,Forge v1,194.45419311523438,20.500670761935332
12400000,UInt8,Forge v4,55.57537078857422,4.812473753125504
12400000,UInt8,Forge v8,42.39082336425781,6.580237604137571
12400000,UInt8,CUDA,38.57612609863281,8.598361108807463
12500000,Float32,Forge v1,560.8320236206055,4.011687309173105
12500000,Float32,Forge v4,578.1888961791992,6.501686260702782
12500000,Float32,Forge v8,575.25634765625,4.472846639985864
12500000,Float32,CUDA,584.0301513671875,3.7767590038027876
12500000,UInt8,Forge v1,190.32955169677734,21.830617382991193
12500000,UInt8,Forge v4,59.19933319091797,3.967359661356371
12500000,UInt8,Forge v8,47.25456237792969,7.9550704977513975
12500000,UInt8,CUDA,43.03455352783203,9.534259313736726
12600000,Float32,Forge v1,562.1194839477539,3.2224260175811374
12600000,Float32,Forge v4,583.9347839355469,7.308738296322423
12600000,Float32,Forge v8,581.35986328125,2.653013087426036
12600000,Float32,CUDA,588.0832672119141,2.5879370024961927
12600000,UInt8,Forge v1,214.14756774902344,21.22469985731626
12600000,UInt8,Forge v4,67.47245788574219,6.776197353138035
12600000,UInt8,Forge v8,58.341026306152344,12.923103195695562
12600000,UInt8,CUDA,58.150291442871094,11.182511970250948
12700000,Float32,Forge v1,572.4191665649414,3.4135420420616978
12700000,Float32,Forge v4,583.648681640625,2.969351083798314
12700000,Float32,Forge v8,583.0764770507812,4.245963505316162
12700000,Float32,CUDA,591.2065505981445,2.7138556158594778
12700000,UInt8,Forge v1,209.83219146728516,14.34367334421128
12700000,UInt8,Forge v4,72.16930389404297,6.245626373944823
12700000,UInt8,Forge v8,60.057640075683594,12.728788629168404
12700000,UInt8,CUDA,57.86418914794922,12.777125285516437
12800000,Float32,Forge v1,574.1596221923828,3.1223833730295634
12800000,Float32,Forge v4,593.8291549682617,4.7604839998385
12800000,Float32,Forge v8,590.8727645874023,3.9225311086765053
12800000,Float32,CUDA,594.6874618530273,4.432063941062511
12800000,UInt8,Forge v1,212.66937255859375,11.833719632107018
12800000,UInt8,Forge v4,79.27417755126953,4.594672368228359
12800000,UInt8,Forge v8,63.323974609375,3.513383583156828
12800000,UInt8,CUDA,60.296058654785156,2.7031288718419293
12900000,Float32,Forge v1,577.545166015625,3.1029037961134214
12900000,Float32,Forge v4,597.3339080810547,4.991249914206207
12900000,Float32,Forge v8,595.7841873168945,4.642806912371147
12900000,Float32,CUDA,601.9353866577148,4.158564992649086
12900000,UInt8,Forge v1,223.44589233398438,8.89087855360343
12900000,UInt8,Forge v4,87.26119995117188,5.473828429451804
12900000,UInt8,Forge v8,73.74286651611328,13.106060106685257
12900000,UInt8,CUDA,76.77078247070312,9.8353885042858
13000000,Float32,Forge v1,582.8857421875,3.667480891504818
13000000,Float32,Forge v4,599.1220474243164,4.999152418053054
13000000,Float32,Forge v8,596.7378616333008,2.7517585260706516
13000000,Float32,CUDA,606.9421768188477,3.073966654876885
13000000,UInt8,Forge v1,212.97931671142578,13.07759653527464
13000000,UInt8,Forge v4,79.8940658569336,2.2179905558030413
13000000,UInt8,Forge v8,68.30692291259766,6.704278818808679
13000000,UInt8,CUDA,66.82872772216797,9.753525056348582
13100000,Float32,Forge v1,584.9123001098633,5.021339047109421
13100000,Float32,Forge v4,607.2282791137695,5.083095537800646
13100000,Float32,Forge v8,603.032112121582,3.6885168438768106
13100000,Float32,CUDA,611.1860275268555,2.790052045431448
13100000,UInt8,Forge v1,247.64537811279297,5.975862323463309
13100000,UInt8,Forge v4,112.81967163085938,3.310881684768481
13100000,UInt8,Forge v8,95.79658508300781,13.62666412728373
13100000,UInt8,CUDA,102.16236114501953,5.610862691756426
13200000,Float32,Forge v1,592.8754806518555,3.509516445331365
13200000,Float32,Forge v4,610.2800369262695,4.79485521731629
13200000,Float32,Forge v8,605.2970886230469,3.7827745515552564
13200000,Float32,CUDA,616.1928176879883,2.714321034421613
13200000,UInt8,Forge v1,241.5180206298828,9.36903786906348
13200000,UInt8,Forge v4,105.04722595214844,2.5683385606312346
13200000,UInt8,Forge v8,91.09973907470703,10.349459761094119
13200000,UInt8,CUDA,94.69985961914062,7.8503739746461925
13300000,Float32,Forge v1,594.7351455688477,3.793528552011688
13300000,Float32,Forge v4,616.002082824707,6.08893854145759
13300000,Float32,Forge v8,610.6138229370117,3.490387922417357
13300000,Float32,CUDA,620.579719543457,3.4301539485341412
13300000,UInt8,Forge v1,247.12085723876953,7.76336356426961
13300000,UInt8,Forge v4,110.93616485595703,2.0937742909048467
13300000,UInt8,Forge v8,95.12901306152344,6.355841644011244
13300000,UInt8,CUDA,99.25365447998047,3.2458607316210157
13400000,Float32,Forge v1,601.0055541992188,3.539532386759879
13400000,Float32,Forge v4,624.4897842407227,4.83551698907386
13400000,Float32,Forge v8,613.2602691650391,4.118504120195233
13400000,Float32,CUDA,626.3256072998047,2.7553138452147987
13400000,UInt8,Forge v1,270.4143524169922,6.148549674817201
13400000,UInt8,Forge v4,133.9435577392578,0.7606179627739842
13400000,UInt8,Forge v8,114.67933654785156,10.805971229415597
13400000,UInt8,CUDA,124.69291687011719,2.924342074866946
13500000,Float32,Forge v1,605.7262420654297,4.117583886886864
13500000,Float32,Forge v4,625.1811981201172,4.589927474034993
13500000,Float32,Forge v8,617.1226501464844,1.8610908062885867
13500000,Float32,CUDA,628.4952163696289,4.45679092291696
13500000,UInt8,Forge v1,279.42657470703125,6.446615788355906
13500000,UInt8,Forge v4,146.3174819946289,0.8108568789599552
13500000,UInt8,Forge v8,126.8148422241211,12.156204573725757
13500000,UInt8,CUDA,134.58728790283203,4.900647352002732
13600000,Float32,Forge v1,610.9714508056641,3.2867576664130738
13600000,Float32,Forge v4,633.5020065307617,5.539720088223271
13600000,Float32,Forge v8,627.7084350585938,3.227811500636803
13600000,Float32,CUDA,637.507438659668,2.4299728460524324
13600000,UInt8,Forge v1,280.90476989746094,5.943804876973594
13600000,UInt8,Forge v4,147.77183532714844,1.2903025145595808
13600000,UInt8,Forge v8,131.24942779541016,10.021303871676345
13600000,UInt8,CUDA,136.08932495117188,4.07998522259777
13700000,Float32,Forge v1,613.8324737548828,4.549014271191695
13700000,Float32,Forge v4,634.6225738525391,4.939863168489789
13700000,Float32,Forge v8,626.5640258789062,3.4931915562686777
13700000,Float32,CUDA,638.9617919921875,2.932968471407244
13700000,UInt8,Forge v1,282.85980224609375,10.295462823170778
13700000,UInt8,Forge v4,141.07227325439453,0.3736069766217282
13700000,UInt8,Forge v8,123.92997741699219,10.559308580064219
13700000,UInt8,CUDA,132.75146484375,3.507266149222048
13800000,Float32,Forge v1,620.0790405273438,4.050465883119495
13800000,Float32,Forge v4,641.8704986572266,4.938584438130428
13800000,Float32,Forge v8,635.8623504638672,3.5291677015899845
13800000,Float32,CUDA,645.8282470703125,1.69633138904009
13800000,UInt8,Forge v1,287.7235412597656,5.7207211974362
13800000,UInt8,Forge v4,149.67918395996094,0.27067480668904625
13800000,UInt8,Forge v8,133.22830200195312,10.15375810074655
13800000,UInt8,CUDA,138.66424560546875,3.6457172842587107
13900000,Float32,Forge v1,625.5865097045898,3.490387922417357
13900000,Float32,Forge v4,644.6123123168945,4.447711923799032
13900000,Float32,Forge v8,635.7669830322266,3.07221970325459
13900000,Float32,CUDA,645.899772644043,2.9166647783540998
13900000,UInt8,Forge v1,285.91156005859375,3.8555396023960373
13900000,UInt8,Forge v4,153.8991928100586,0.23170121092976334
13900000,UInt8,Forge v8,138.40198516845703,7.879644867287789
13900000,UInt8,CUDA,142.7173614501953,5.960146577622703
14000000,Float32,Forge v1,626.2063980102539,4.071384596590516
14000000,Float32,Forge v4,650.0959396362305,5.918514127942806
14000000,Float32,Forge v8,640.3207778930664,4.003807651759854
14000000,Float32,CUDA,654.3159484863281,3.0701631934162332
14000000,UInt8,Forge v1,291.1806106567383,6.885349876618964
14000000,UInt8,Forge v4,154.1614532470703,0.27985281724387817
14000000,UInt8,Forge v8,136.9476318359375,7.688932434962082
14000000,UInt8,CUDA,142.38357543945312,4.697377142052773
14100000,Float32,Forge v1,633.3589553833008,3.328859971543272
14100000,Float32,Forge v4,654.0775299072266,6.3739017135003255
14100000,Float32,Forge v8,646.4242935180664,3.7781802052092073
14100000,Float32,CUDA,655.5080413818359,3.165375169633413
14100000,UInt8,Forge v1,297.8801727294922,9.985915828149505
14100000,UInt8,Forge v4,156.47411346435547,0.252568699233861
14100000,UInt8,Forge v8,142.35973358154297,7.564088012283759
14100000,UInt8,CUDA,145.79296112060547,1.8848643661548967
14200000,Float32,Forge v1,637.9842758178711,3.0706774499973544
14200000,Float32,Forge v4,659.2273712158203,4.845889797028271
14200000,Float32,Forge v8,651.5026092529297,1.774221580807473
14200000,Float32,CUDA,658.9174270629883,2.9652004503374143
14200000,UInt8,Forge v1,285.9830856323242,10.44833890731832
14200000,UInt8,Forge v4,146.8181610107422,0.5483051398805091
14200000,UInt8,Forge v8,134.80186462402344,6.042237429435249
14200000,UInt8,CUDA,134.68265533447266,5.445427921248426
14300000,Float32,Forge v1,641.1314010620117,3.7435850629257468
14300000,Float32,Forge v4,660.8724594116211,4.847779299605823
14300000,Float32,Forge v8,656.890869140625,2.4464219612528386
14300000,Float32,CUDA,666.6898727416992,4.039926823845176
14300000,UInt8,Forge v1,294.8760986328125,6.642333816714829
14300000,UInt8,Forge v4,154.68597412109375,0.29308142526286085
14300000,UInt8,Forge v8,139.2364501953125,6.874287517962745
14300000,UInt8,CUDA,142.2405242919922,2.883452340287163
14400000,Float32,Forge v1,644.7315216064453,4.411710169304038
14400000,Float32,Forge v4,669.6224212646484,5.052874170024756
14400000,Float32,Forge v8,664.4248962402344,3.3863272678306906
14400000,Float32,CUDA,674.9868392944336,2.8818090664657245
14400000,UInt8,Forge v1,304.0790557861328,9.90653981315586
14400000,UInt8,Forge v4,157.7138900756836,0.39337058610167763
14400000,UInt8,Forge v8,145.6737518310547,5.897078977931069
14400000,UInt8,CUDA,152.0395278930664,2.1561911022150144
14500000,Float32,Forge v1,650.2628326416016,4.549014271191695
14500000,Float32,Forge v4,672.3642349243164,5.191287401204934
14500000,Float32,Forge v8,664.830207824707,2.8571570733781737
14500000,Float32,CUDA,675.201416015625,2.503079692208548
14500000,UInt8,Forge v1,307.05928802490234,9.624717831878877
14500000,UInt8,Forge v4,158.9059829711914,0.4242689709675833
14500000,UInt8,Forge v8,143.93329620361328,5.944070523071674
14500000,UInt8,CUDA,149.72686767578125,2.9629630855412876
14600000,Float32,Forge v1,656.8670272827148,3.4649619993508662
14600000,Float32,Forge v4,679.779052734375,4.6009226448360225
14600000,Float32,Forge v8,673.8185882568359,3.6328747119043103
14600000,Float32,CUDA,685.1434707641602,2.8233565316682867
14600000,UInt8,Forge v1,306.0579299926758,6.552584271853349
14600000,UInt8,Forge v4,159.85965728759766,0.12565762441032646
14600000,UInt8,Forge v8,147.2949981689453,8.469584891136526
14600000,UInt8,CUDA,153.7799835205078,3.970462798053995
14700000,Float32,Forge v1,660.3240966796875,3.4112284347944657
14700000,Float32,Forge v4,685.2865219116211,5.282464795790943
14700000,Float32,Forge v8,677.1087646484375,3.0841204185378164
14700000,Float32,CUDA,689.2919540405273,2.3533898482128697
14700000,UInt8,Forge v1,303.6022186279297,7.657654399149229
14700000,UInt8,Forge v4,164.0796661376953,0.1880671114317454
14700000,UInt8,Forge v8,146.8181610107422,7.046513887622638
14700000,UInt8,CUDA,154.73365783691406,2.769033335079248
14800000,Float32,Forge v1,663.6857986450195,3.9816616531643363
14800000,Float32,Forge v4,688.6720657348633,5.145829309838509
14800000,Float32,Forge v8,678.0862808227539,1.3877062773856708
14800000,Float32,CUDA,691.0324096679688,4.021358112921178
14800000,UInt8,Forge v1,309.3242645263672,6.640812265024562
14800000,UInt8,Forge v4,161.71932220458984,0.39014618265258716
14800000,UInt8,Forge v8,149.3215560913086,6.650173792259232
14800000,UInt8,CUDA,151.8726348876953,1.9563887318120274
14900000,Float32,Forge v1,668.2634353637695,4.480817686001104
14900000,Float32,Forge v4,692.296028137207,7.014397236062891
14900000,Float32,Forge v8,686.0494613647461,3.554578572161801
14900000,Float32,CUDA,695.9438323974609,2.847746669001407
14900000,UInt8,Forge v1,312.28065490722656,7.164732848652978
14900000,UInt8,Forge v4,164.1988754272461,0.5156557781698969
14900000,UInt8,Forge v8,152.5402069091797,3.7911136440607867
14900000,UInt8,CUDA,153.08856964111328,3.579720853901156
15000000,Float32,Forge v1,674.1762161254883,4.229345189081932
15000000,Float32,Forge v4,700.5214691162109,6.352660939874101
15000000,Float32,Forge v8,688.5290145874023,3.8843452661017586
15000000,Float32,CUDA,701.451301574707,3.3819413756506
15000000,UInt8,Forge v1,310.92166900634766,6.202397206271634
15000000,UInt8,Forge v4,165.05718231201172,0.19628348406519047
15000000,UInt8,Forge v8,152.34947204589844,4.804001254942389
15000000,UInt8,CUDA,155.18665313720703,2.307314883817577
15100000,Float32,Forge v1,679.0399551391602,4.208986491394605
15100000,Float32,Forge v4,701.0936737060547,5.057871574242983
15100000,Float32,Forge v8,696.7782974243164,1.868034883108641
15100000,Float32,CUDA,706.3388824462891,3.8660095187589905
15100000,UInt8,Forge v1,311.89918518066406,7.830234656148775
15100000,UInt8,Forge v4,166.01085662841797,0.2764467737027182
15100000,UInt8,Forge v8,153.1839370727539,4.094587964157551
15100000,UInt8,CUDA,157.61852264404297,1.4887114367897543
15200000,Float32,Forge v1,681.2334060668945,3.2575148678443604
15200000,Float32,Forge v4,707.3163986206055,3.799849994958766
15200000,Float32,Forge v8,701.6181945800781,3.4728821309076507
15200000,Float32,CUDA,710.0343704223633,3.1176261853620733
15200000,UInt8,Forge v1,322.7710723876953,7.909685833539225
15200000,UInt8,Forge v4,165.08102416992188,0.321840552191998
15200000,UInt8,Forge v8,154.04224395751953,3.2035548190326693
15200000,UInt8,CUDA,158.3099365234375,2.6189894760901264
15300000,Float32,Forge v1,686.7885589599609,4.392196850583138
15300000,Float32,Forge v4,712.1562957763672,6.79667210681448
15300000,Float32,Forge v8,706.1958312988281,4.261998392038956
15300000,Float32,CUDA,717.6399230957031,1.9852313990269974
15300000,UInt8,Forge v1,327.87322998046875,9.45145831781015
15300000,UInt8,Forge v4,167.48905181884766,0.3418256945229621
15300000,UInt8,Forge v8,156.64100646972656,4.4134277906147075
15300000,UInt8,CUDA,159.0728759765625,2.603994676751759
15400000,Float32,Forge v1,691.986083984375,3.302094929675519
15400000,Float32,Forge v4,716.6862487792969,4.964350918687635
15400000,Float32,Forge v8,706.8157196044922,2.150765237812806
15400000,Float32,CUDA,720.8824157714844,2.585495321603004
15400000,UInt8,Forge v1,317.3351287841797,8.016129181495828
15400000,UInt8,Forge v4,167.58441925048828,0.3267098234668488
15400000,UInt8,Forge v8,155.4727554321289,3.7317564265845466
15400000,UInt8,CUDA,159.52587127685547,4.18792563123211
15500000,Float32,Forge v1,696.4683532714844,3.6346128464049348
15500000,Float32,Forge v4,721.5499877929688,5.150675215530678
15500000,Float32,Forge v8,713.8252258300781,4.635386966520209
15500000,Float32,CUDA,728.4164428710938,3.7492327069328364
15500000,UInt8,Forge v1,322.0081329345703,5.2418360800609545
15500000,UInt8,Forge v4,171.37527465820312,0.27067480668904625
15500000,UInt8,Forge v8,156.33106231689453,3.5346218853029674
15500000,UInt8,CUDA,159.454345703125,2.1845642151551146
15600000,Float32,Forge v1,699.7823715209961,4.271546073821102
15600000,Float32,Forge v4,726.4137268066406,5.757039409028607
15600000,Float32,Forge v8,718.3074951171875,2.4360732602014163
15600000,Float32,CUDA,733.7093353271484,3.938840411560641
15600000,UInt8,Forge v1,326.60961151123047,7.5306143589521675
15600000,UInt8,Forge v4,170.8984375,0.2190915545160011
15600000,UInt8,Forge v8,159.14440155029297,2.8013478488945274
15600000,UInt8,CUDA,162.02926635742188,2.629098654192013
15700000,Float32,Forge v1,701.9758224487305,4.226357413505697
15700000,Float32,Forge v4,729.3701171875,6.275639167522252
15700000,Float32,Forge v8,721.9314575195312,5.017501232676378
15700000,Float32,CUDA,735.3544235229492,2.196817302663697
15700000,UInt8,Forge v1,331.4018249511719,8.467496618822226
15700000,UInt8,Forge v4,169.9686050415039,0.2854392527908956
15700000,UInt8,Forge v8,158.02383422851562,2.3219135389105667
15700000,UInt8,CUDA,161.4093780517578,3.0532475649990314
15800000,Float32,Forge v1,708.1747055053711,4.019551519867649
15800000,Float32,Forge v4,736.2842559814453,5.4120959105905975
15800000,Float32,Forge v8,730.2045822143555,4.406338287311056
15800000,Float32,CUDA,738.978385925293,3.8611870687787384
15800000,UInt8,Forge v1,327.1341323852539,7.797620071613822
15800000,UInt8,Forge v4,175.76217651367188,0.38607781097065985
15800000,UInt8,Forge v8,161.98158264160156,3.970780931366316
15800000,UInt8,CUDA,164.89028930664062,1.562202755649009
15900000,Float32,Forge v1,714.2066955566406,2.830394406812687
15900000,Float32,Forge v4,740.2420043945312,5.150184698390808
15900000,Float32,Forge v8,733.494758605957,4.018294280435912
15900000,Float32,CUDA,747.1799850463867,3.923175123146826
15900000,UInt8,Forge v1,336.81392669677734,7.475562070449697
15900000,UInt8,Forge v4,174.14093017578125,0.23033423020346067
15900000,UInt8,Forge v8,162.26768493652344,2.5952482620094077
15900000,UInt8,CUDA,166.17774963378906,2.631019808013733
16000000,Float32,Forge v1,719.6187973022461,4.512561070674847
16000000,Float32,Forge v4,748.0382919311523,5.569057453824637
16000000,Float32,Forge v8,735.0921630859375,2.37037046843303
16000000,Float32,CUDA,746.3932037353516,3.179311727487171
16000000,UInt8,Forge v1,338.6974334716797,9.657309610780354
16000000,UInt8,Forge v4,174.42703247070312,0.23033423020346067
16000000,UInt8,Forge v8,161.67163848876953,3.3083053826509325
16000000,UInt8,CUDA,165.1763916015625,2.8138330891806036
16100000,Float32,Forge v1,724.0056991577148,3.251693020820568
16100000,Float32,Forge v4,754.7140121459961,4.34019324649593
16100000,Float32,Forge v8,744.4858551025391,4.677705281455181
16100000,Float32,CUDA,756.0491561889648,2.192212413957614
16100000,UInt8,Forge v1,336.6231918334961,8.525071107487294
16100000,UInt8,Forge v4,177.764892578125,0.3761342228634908
16100000,UInt8,Forge v8,167.083740234375,2.204709483388227
16100000,UInt8,CUDA,168.25199127197266,1.5615961927235427
16200000,Float32,Forge v1,726.6521453857422,4.89877824114823
16200000,Float32,Forge v4,755.5961608886719,6.9490370495342235
16200000,Float32,Forge v8,748.3243942260742,2.9309220011719668
16200000,Float32,CUDA,760.7698440551758,3.242745888241412
16200000,UInt8,Forge v1,338.76895904541016,9.153845298163887
16200000,UInt8,Forge v4,176.8350601196289,0.252568699233861
16200000,UInt8,Forge v8,165.1763916015625,3.0258188970669537
16200000,UInt8,CUDA,168.9910888671875,2.1437058142676384
16300000,Float32,Forge v1,734.4961166381836,3.4367762286382577
16300000,Float32,Forge v4,762.7964019775391,4.065096979947685
16300000,Float32,Forge v8,759.3393325805664,2.754052805713878
16300000,Float32,CUDA,767.064094543457,3.5113156438732847
16300000,UInt8,Forge v1,344.9440002441406,12.766122020221879
16300000,UInt8,Forge v4,180.6497573852539,0.19628348406519047
16300000,UInt8,Forge v8,163.91277313232422,3.0413298794670824
16300000,UInt8,CUDA,167.72747039794922,2.6075092500882016
16400000,Float32,Forge v1,734.710693359375,4.426574078772818
16400000,Float32,Forge v4,766.8495178222656,6.988371706702116
16400000,Float32,Forge v8,760.3168487548828,3.3245882452888313
16400000,Float32,CUDA,770.3065872192383,4.370935034877271
16400000,UInt8,Forge v1,338.17291259765625,8.81769196019565
16400000,UInt8,Forge v4,179.40998077392578,0.3418256945229621
16400000,UInt8,Forge v8,167.94204711914062,1.8947236468233237
16400000,UInt8,CUDA,170.0878143310547,3.0947511183459087
16500000,Float32,Forge v1,740.4565811157227,4.326784511046935
16500000,Float32,Forge v4,772.8099822998047,4.800318616413474
16500000,Float32,Forge v8,761.1513137817383,1.868034883108641
16500000,Float32,CUDA,775.0511169433594,3.880033980329754
16500000,UInt8,Forge v1,344.5148468017578,7.978220180795152
16500000,UInt8,Forge v4,179.3384552001953,0.27067480668904625
16500000,UInt8,Forge v8,169.3248748779297,1.5846816483325346
16500000,UInt8,CUDA,172.56736755371094,3.880033980329754
16600000,Float32,Forge v1,742.1255111694336,4.776378373099628
16600000,Float32,Forge v4,775.5517959594727,6.407750356423651
16600000,Float32,Forge v8,767.6362991333008,3.4109506964659584
16600000,Float32,CUDA,779.1757583618164,4.653677147420624
16600000,UInt8,Forge v1,348.52027893066406,9.29649041498847
16600000,UInt8,Forge v4,182.60478973388672,0.4121876551275234
16600000,UInt8,Forge v8,169.77787017822266,2.593422379466828
16600000,UInt8,CUDA,172.78194427490234,3.396105075944787
16700000,Float32,Forge v1,747.3230361938477,3.671697723554455
16700000,Float32,Forge v4,779.9148559570312,5.804022157435361
16700000,Float32,Forge v8,768.3753967285156,3.679516161883064
16700000,Float32,CUDA,784.4448089599609,3.019550361440194
16700000,UInt8,Forge v1,350.26073455810547,7.182034047185093
16700000,UInt8,Forge v4,183.5346221923828,0.6337929419637326
16700000,UInt8,Forge v8,171.89979553222656,3.328385606030134
16700000,UInt8,CUDA,174.1647720336914,2.2457235894115435
16800000,Float32,Forge v1,756.7167282104492,3.368843180133467
16800000,Float32,Forge v4,788.8078689575195,5.138459697306706
16800000,Float32,Forge v8,776.0047912597656,2.6209180400304772
16800000,Float32,CUDA,791.9549942016602,3.9305737053036824
16800000,UInt8,Forge v1,353.7893295288086,10.016386708578262
16800000,UInt8,Forge v4,184.2021942138672,0.7802923653051743
16800000,UInt8,Forge v8,173.47335815429688,2.3148303648314066
16800000,UInt8,CUDA,175.97675323486328,2.4169420097020056
16900000,Float32,Forge v1,756.7882537841797,4.752184626027921
16900000,Float32,Forge v4,789.4992828369141,7.521173051865284
16900000,Float32,Forge v8,781.0831069946289,3.7671309129591144
16900000,Float32,CUDA,799.0837097167969,4.262294765488919
16900000,UInt8,Forge v1,356.1973571777344,11.056157302266152
16900000,UInt8,Forge v4,187.18242645263672,0.3633222405326354
16900000,UInt8,Forge v8,175.73833465576172,2.524311243546758
16900000,UInt8,CUDA,176.4059066772461,1.8346013163907662
17000000,Float32,Forge v1,761.6519927978516,3.9017855858581187
17000000,Float32,Forge v4,792.0980453491211,5.5846862706726474
17000000,Float32,Forge v8,789.6661758422852,3.289158828074066
17000000,Float32,CUDA,801.396369934082,3.8983037639036766
17000000,UInt8,Forge v1,350.4753112792969,9.648018260362468
17000000,UInt8,Forge v4,187.32547760009766,0.3381100874929849
17000000,UInt8,Forge v8,176.93042755126953,1.6535321125411704
17000000,UInt8,CUDA,179.95834350585938,0.9785171490746425
17100000,Float32,Forge v1,768.2323455810547,3.7811045260659104
17100000,Float32,Forge v4,799.4413375854492,5.782927156976746
17100000,Float32,Forge v8,788.9747619628906,3.7017635671004325
17100000,Float32,CUDA,799.560546875,3.302094929675519
17100000,UInt8,Forge v1,358.5338592529297,13.994807296938994
17100000,UInt8,Forge v4,185.8234405517578,0.321840552191998
17100000,UInt8,Forge v8,176.71585083007812,2.7479687769126664
17100000,UInt8,CUDA,182.7716827392578,1.7199953938698813
17200000,Float32,Forge v1,772.1662521362305,3.901542768877651
17200000,Float32,Forge v4,805.8547973632812,6.14670039420748
17200000,Float32,Forge v8,795.7220077514648,3.055832215902071
17200000,Float32,CUDA,808.8588714599609,1.8947236468233237
17200000,UInt8,Forge v1,362.96844482421875,14.5242820718292
17200000,UInt8,Forge v4,188.58909606933594,0.19466795466607237
17200000,UInt8,Forge v8,179.6722412109375,1.7989678467967876
17200000,UInt8,CUDA,180.62591552734375,1.5662405053552009
17300000,Float32,Forge v1,776.5293121337891,3.737759913223536
17300000,Float32,Forge v4,811.9583129882812,6.377864104603845
17300000,Float32,Forge v8,801.6824722290039,4.617981807667336
17300000,Float32,CUDA,813.3172988891602,4.046175506012512
17300000,UInt8,Forge v1,362.96844482421875,7.40608598649937
17300000,UInt8,Forge v4,191.18785858154297,0.5780250722875017
17300000,UInt8,Forge v8,181.72264099121094,2.7248878307753004
17300000,UInt8,CUDA,184.10682678222656,1.5605847306103486
17400000,Float32,Forge v1,781.2023162841797,4.2325546955420545
17400000,Float32,Forge v4,815.1531219482422,4.673382577256889
17400000,Float32,Forge v8,805.211067199707,3.593105009650469
17400000,Float32,CUDA,819.6592330932617,3.0521096251938
17400000,UInt8,Forge v1,364.99500274658203,8.469323885256003
17400000,UInt8,Forge v4,192.5945281982422,0.35184134834891406
17400000,UInt8,Forge v8,181.77032470703125,1.7813270220593642
17400000,UInt8,CUDA,182.74784088134766,2.387494863796203
17500000,Float32,Forge v1,783.3719253540039,3.9257501245304507
