n,p,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
1000,1000000,Float32,KernelForge,6568.698883056641,1.1513121326209814,6728.884099999999,46.88047787348658
1000,1000000,Float32,cuBLAS,7307.071685791016,9.099156877970975,7450.21617,28.622896076730125
10000,100000,Float32,KernelForge,6670.408248901367,1.0860245234461505,6821.65662,27.537234628507175
10000,100000,Float32,cuBLAS,6811.592578887939,4.840305239225438,6971.71081,38.346646934314215
100000,10000,Float32,KernelForge,6727.101802825928,4.387265043968401,6868.12982,42.9136645715228
100000,10000,Float32,cuBLAS,6592.254638671875,1.574459993534734,6746.62849,39.37576480770651
1000000,1000,Float32,KernelForge,6830.852031707764,23.856232264325662,6988.55879,49.00819992001235
1000000,1000,Float32,cuBLAS,6770.966053009033,2.1398708942948064,6925.24983,32.62079040996414
10000000,100,Float32,KernelForge,6691.265106201172,9.378960688643831,6858.232980000001,39.745685951778135
10000000,100,Float32,cuBLAS,6830.554008483887,3.976269056530152,6985.25487,28.2289691498956
100000000,10,Float32,KernelForge,8954.267501831055,567.106585056118,9317.239119999998,511.64639497646186
100000000,10,Float32,cuBLAS,7731.447219848633,77.59353114535749,7947.44059,81.49430831821658
1000000000,1,Float32,KernelForge,13136.10553741455,4.265550822199148,13487.633230000001,107.7570674388802
1000000000,1,Float32,cuBLAS,13536.262512207031,6.736425007469737,13879.219550000002,78.78590215726952
