n,T,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
16159,Float32,Forge v8,2.5272369384765625,0.16670367688658264,32.6227,41.92171649382798
16159,Float32,Forge v16,4.2438507080078125,0.15078914929239173,50.655800000000006,48.15266636854081
16460,Float32,CUDA,1.7881393432617188,0.12565762441032646,28.4885,33.98953855804589
16460,Float32,Forge v1,1.811981201171875,0.16670367688658264,36.1386,49.7558157074237
16460,Float32,Forge v4,2.2411346435546875,0.20105219905652233,38.7444,54.306923187052725
16460,Float32,Forge v8,2.6464462280273438,0.3067693561811254,34.7972,42.54680663509831
16460,Float32,Forge v16,4.363059997558594,0.160920276095999,39.206900000000005,49.21452940940194
16767,Float32,CUDA,1.6927719116210938,0.07539457464619587,28.2868,34.60092526636953
16767,Float32,Forge v1,1.811981201171875,0.27985281724387817,36.381099999999996,49.94854229093066
16767,Float32,Forge v4,2.3365020751953125,0.1880671114317454,35.8581,44.13472337551617
16767,Float32,Forge v8,2.5987625122070312,0.17592067417445703,67.19330000000001,141.16143203679175
16767,Float32,Forge v16,4.315376281738281,0.17592067417445703,40.0629,51.153342876427274
17079,Float32,CUDA,1.7642974853515625,0.20105219905652233,29.772,37.74846626464886
17079,Float32,Forge v1,1.8358230590820312,0.19628348406519047,34.4021,44.254978214509
17079,Float32,Forge v4,2.2411346435546875,0.16670367688658264,35.0515,43.701755709073694
17079,Float32,Forge v8,2.6702880859375,0.2190915545160011,31.0973,31.831905133930572
17079,Float32,Forge v16,4.2438507080078125,0.1880671114317454,58.1712,52.46184549810145
17397,Float32,CUDA,1.7404556274414062,0.19628348406519047,30.452,40.03597348774114
17397,Float32,Forge v1,1.8596649169921875,0.1880671114317454,36.5847,46.287949586258414
17397,Float32,Forge v4,2.2172927856445312,0.22618372393858763,58.6571,58.720593206680434
17397,Float32,Forge v8,2.5987625122070312,0.17592067417445703,33.842800000000004,40.70609839323833
17397,Float32,Forge v16,4.2438507080078125,0.15078914929239173,44.2988,62.90529915462872
17721,Float32,CUDA,1.6689300537109375,0.11239159602905076,40.056400000000004,68.22758680605506
17721,Float32,Forge v1,1.9311904907226562,0.13533740334452313,33.7443,38.143315581719776
17721,Float32,Forge v4,2.1219253540039062,0.2623808228050737,33.836400000000005,41.12639170546221
17721,Float32,Forge v8,2.5987625122070312,0.17592067417445703,33.6356,40.02393936466857
17721,Float32,Forge v16,4.2438507080078125,0.1880671114317454,46.7821,59.95016082723308
18051,Float32,CUDA,1.71661376953125,0.15078914929239173,25.8496,25.332362675264047
18051,Float32,Forge v1,1.9788742065429688,0.160920276095999,30.1779,37.707428016977715
18051,Float32,Forge v4,2.2411346435546875,0.27985281724387817,42.9744,43.34735833089101
18051,Float32,Forge v8,2.6226043701171875,0.22478319205810152,32.7304,35.113289517091836
18051,Float32,Forge v16,4.482269287109375,0.2190915545160011,41.1574,45.2047584447085
18388,Float32,CUDA,1.7881393432617188,0.20261683120698867,37.2623,44.2206815416849
18388,Float32,Forge v1,1.9073486328125,0.11239159602905076,33.9164,42.221425304116764
18388,Float32,Forge v4,2.1219253540039062,0.237090331557215,35.7359,45.08023039093744
18388,Float32,Forge v8,2.8133392333984375,0.2190915545160011,36.4348,45.51032306045153
18388,Float32,Forge v16,4.1484832763671875,0.16670367688658264,40.187,51.4595510538779
18730,Float32,CUDA,1.7642974853515625,0.16670367688658264,30.5366,37.32293565088362
18730,Float32,Forge v1,1.6927719116210938,0.17592067417445703,34.1578,41.861430523945444
18730,Float32,Forge v4,2.1457672119140625,0.22478319205810152,37.561699999999995,47.818939753221436
18730,Float32,Forge v8,2.6702880859375,0.1880671114317454,36.329,46.85318781992201
18730,Float32,Forge v16,4.315376281738281,0.2087581242968829,43.363,59.30397824017467
19079,Float32,CUDA,1.7642974853515625,0.16670367688658264,28.218400000000003,25.64877177999411
19079,Float32,Forge v1,1.8358230590820312,0.22618372393858763,33.6142,41.50015172877217
19079,Float32,Forge v4,2.0742416381835938,0.22618372393858763,33.4114,36.91793556645454
19079,Float32,Forge v8,2.6702880859375,0.2190915545160011,44.345,70.40944305986235
19079,Float32,Forge v16,4.410743713378906,0.23170121092976334,39.8724,50.046227215334504
19435,Float32,CUDA,1.7642974853515625,0.16670367688658264,43.213800000000006,41.98125316217546
19435,Float32,Forge v1,1.7881393432617188,0.23170121092976334,46.8717,44.91709005378687
19435,Float32,Forge v4,2.2411346435546875,0.16670367688658264,126.3708,267.6672634508913
19435,Float32,Forge v8,2.7179718017578125,0.1231188248382383,36.9914,49.31730589469696
19435,Float32,Forge v16,4.291534423828125,0.11239159602905076,48.2346,56.28450202359832
19797,Float32,CUDA,1.7881393432617188,0.12565762441032646,31.203200000000002,42.60514034140847
19797,Float32,Forge v1,1.8835067749023438,0.2623808228050737,51.723099999999995,57.67692301557395
